TransactionID,CustomerID,Date,ProductID,Price,Qty,TotalAmount,StoreID,Product Name,StoreName,GroupStore,Type,Latitude,Longitude,Age,Gender,Marital Status,Income
TR76485,434,15/01/2022,P9,10000,3,30000,5,Yoghurt,Bonafid,Gita,General Trade,-7.250445,112.768845,37,0,Married,"9,33"
TR55223,434,04/12/2022,P2,3200,5,16000,5,Ginger Candy ,Bonafid,Gita,General Trade,-7.250445,112.768845,37,0,Married,"9,33"
TR48241,85,18/05/2022,P9,10000,4,40000,12,Yoghurt,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,59,1,Married,"7,89"
TR95530,85,11/03/2022,P9,10000,4,40000,14,Yoghurt,Priangan,Priangan,Modern Trade,-5.45,105.26667,59,1,Married,"7,89"
TR79428,85,23/06/2022,P4,12000,2,24000,7,Potato Chip,Buana Indah,Buana,General Trade,3.316694,114.590111,59,1,Married,"7,89"
TR34660,85,15/01/2022,P10,15000,5,75000,2,Cheese Stick,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,59,1,Married,"7,89"
TR29040,85,18/09/2022,P2,3200,7,22400,3,Ginger Candy ,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,59,1,Married,"7,89"
TR67475,85,22/06/2022,P8,16000,3,48000,8,Oat,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,59,1,Married,"7,89"
TR3053,85,23/02/2022,P5,4200,5,21000,8,Thai Tea,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,59,1,Married,"7,89"
TR37123,85,04/03/2022,P3,7500,2,15000,9,Crackers,Lingga,Lingga,Modern Trade,-3.654703,128.190643,59,1,Married,"7,89"
TR50313,85,19/02/2022,P5,4200,3,12600,9,Thai Tea,Lingga,Lingga,Modern Trade,-3.654703,128.190643,59,1,Married,"7,89"
TR67501,85,08/01/2022,P4,12000,3,36000,13,Potato Chip,Buana,Buana,General Trade,-1.26916,116.825264,59,1,Married,"7,89"
TR34717,85,25/06/2022,P9,10000,3,30000,6,Yoghurt,Lingga,Lingga,Modern Trade,-5.135399,119.42379,59,1,Married,"7,89"
TR74178,85,27/10/2022,P8,16000,2,32000,6,Oat,Lingga,Lingga,Modern Trade,-5.135399,119.42379,59,1,Married,"7,89"
TR84081,85,18/11/2022,P5,4200,3,12600,5,Thai Tea,Bonafid,Gita,General Trade,-7.250445,112.768845,59,1,Married,"7,89"
TR63645,85,27/11/2022,P5,4200,3,12600,1,Thai Tea,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,59,1,Married,"7,89"
TR33457,15,11/06/2022,P9,10000,7,70000,12,Yoghurt,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,30,0,Married,"4,52"
TR14129,15,26/06/2022,P8,16000,3,48000,12,Oat,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,30,0,Married,"4,52"
TR21232,15,20/06/2022,P9,10000,3,30000,14,Yoghurt,Priangan,Priangan,Modern Trade,-5.45,105.26667,30,0,Married,"4,52"
TR76436,15,17/09/2022,P5,4200,5,21000,14,Thai Tea,Priangan,Priangan,Modern Trade,-5.45,105.26667,30,0,Married,"4,52"
TR27651,15,07/07/2022,P6,18000,3,54000,2,Cashew,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,30,0,Married,"4,52"
TR70497,15,28/03/2022,P9,10000,2,20000,3,Yoghurt,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,30,0,Married,"4,52"
TR41738,15,16/11/2022,P10,15000,2,30000,8,Cheese Stick,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,30,0,Married,"4,52"
TR59484,15,25/02/2022,P2,3200,5,16000,8,Ginger Candy ,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,30,0,Married,"4,52"
TR97510,15,30/11/2022,P2,3200,4,12800,9,Ginger Candy ,Lingga,Lingga,Modern Trade,-3.654703,128.190643,30,0,Married,"4,52"
TR1184,15,15/05/2022,P10,15000,1,15000,13,Cheese Stick,Buana,Buana,General Trade,-1.26916,116.825264,30,0,Married,"4,52"
TR8560,15,28/12/2022,P9,10000,6,60000,11,Yoghurt,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,30,0,Married,"4,52"
TR54287,15,14/08/2022,P9,10000,3,30000,1,Yoghurt,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,30,0,Married,"4,52"
TR57125,353,26/06/2022,P9,10000,3,30000,12,Yoghurt,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,25,0,Single,"1,32"
TR52408,353,14/08/2022,P5,4200,3,12600,14,Thai Tea,Priangan,Priangan,Modern Trade,-5.45,105.26667,25,0,Single,"1,32"
TR35408,353,12/06/2022,P2,3200,4,12800,4,Ginger Candy ,Gita Ginara,Gita,General Trade,-6.966667,110.416664,25,0,Single,"1,32"
TR3269,353,11/12/2022,P4,12000,3,36000,2,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,25,0,Single,"1,32"
TR27254,353,16/04/2022,P9,10000,7,70000,3,Yoghurt,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,25,0,Single,"1,32"
TR40243,353,21/03/2022,P5,4200,2,8400,8,Thai Tea,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,25,0,Single,"1,32"
TR7307,353,25/11/2022,P1,8800,10,88000,9,Choco Bar,Lingga,Lingga,Modern Trade,-3.654703,128.190643,25,0,Single,"1,32"
TR7290,353,13/02/2022,P7,9400,2,18800,9,Coffee Candy,Lingga,Lingga,Modern Trade,-3.654703,128.190643,25,0,Single,"1,32"
TR65065,353,11/06/2022,P3,7500,1,7500,13,Crackers,Buana,Buana,General Trade,-1.26916,116.825264,25,0,Single,"1,32"
TR24067,353,19/03/2022,P1,8800,2,17600,6,Choco Bar,Lingga,Lingga,Modern Trade,-5.135399,119.42379,25,0,Single,"1,32"
TR16690,353,29/08/2022,P5,4200,5,21000,6,Thai Tea,Lingga,Lingga,Modern Trade,-5.135399,119.42379,25,0,Single,"1,32"
TR70430,132,27/06/2022,P9,10000,7,70000,12,Yoghurt,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,41,0,Married,"17,69"
TR45827,132,28/03/2022,P7,9400,4,37600,12,Coffee Candy,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,41,0,Married,"17,69"
TR62617,132,13/07/2022,P7,9400,5,47000,10,Coffee Candy,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,41,0,Married,"17,69"
TR29914,132,21/05/2022,P9,10000,1,10000,4,Yoghurt,Gita Ginara,Gita,General Trade,-6.966667,110.416664,41,0,Married,"17,69"
TR51168,132,19/10/2022,P10,15000,5,75000,4,Cheese Stick,Gita Ginara,Gita,General Trade,-6.966667,110.416664,41,0,Married,"17,69"
TR30203,132,12/10/2022,P10,15000,4,60000,2,Cheese Stick,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,41,0,Married,"17,69"
TR52577,132,07/03/2022,P3,7500,5,37500,3,Crackers,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,41,0,Married,"17,69"
TR34387,132,13/12/2022,P3,7500,4,30000,3,Crackers,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,41,0,Married,"17,69"
TR21074,132,18/04/2022,P1,8800,5,44000,13,Choco Bar,Buana,Buana,General Trade,-1.26916,116.825264,41,0,Married,"17,69"
TR18091,132,23/03/2022,P5,4200,2,8400,5,Thai Tea,Bonafid,Gita,General Trade,-7.250445,112.768845,41,0,Married,"17,69"
TR7808,132,02/04/2022,P7,9400,2,18800,1,Coffee Candy,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,41,0,Married,"17,69"
TR63083,344,28/06/2022,P9,10000,1,10000,12,Yoghurt,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,47,1,Married,"5,63"
TR57273,344,08/01/2022,P4,12000,1,12000,10,Potato Chip,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,47,1,Married,"5,63"
TR82821,344,12/06/2022,P5,4200,5,21000,3,Thai Tea,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,47,1,Married,"5,63"
TR80743,344,08/05/2022,P4,12000,4,48000,3,Potato Chip,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,47,1,Married,"5,63"
TR61220,344,18/10/2022,P5,4200,2,8400,13,Thai Tea,Buana,Buana,General Trade,-1.26916,116.825264,47,1,Married,"5,63"
TR1049,344,22/07/2022,P1,8800,5,44000,11,Choco Bar,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,47,1,Married,"5,63"
TR27543,344,05/05/2022,P2,3200,5,16000,11,Ginger Candy ,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,47,1,Married,"5,63"
TR5572,344,25/01/2022,P2,3200,4,12800,1,Ginger Candy ,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,47,1,Married,"5,63"
TR19550,174,09/07/2022,P9,10000,6,60000,12,Yoghurt,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,45,1,Married,"17,34"
TR59752,174,10/03/2022,P9,10000,2,20000,10,Yoghurt,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,45,1,Married,"17,34"
TR6089,174,05/10/2022,P9,10000,3,30000,10,Yoghurt,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,45,1,Married,"17,34"
TR49831,174,08/11/2022,P10,15000,2,30000,14,Cheese Stick,Priangan,Priangan,Modern Trade,-5.45,105.26667,45,1,Married,"17,34"
TR16793,174,26/02/2022,P2,3200,7,22400,4,Ginger Candy ,Gita Ginara,Gita,General Trade,-6.966667,110.416664,45,1,Married,"17,34"
TR52504,174,13/03/2022,P7,9400,6,56400,2,Coffee Candy,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,45,1,Married,"17,34"
TR41753,174,24/02/2022,P9,10000,4,40000,9,Yoghurt,Lingga,Lingga,Modern Trade,-3.654703,128.190643,45,1,Married,"17,34"
TR10947,174,03/07/2022,P9,10000,4,40000,13,Yoghurt,Buana,Buana,General Trade,-1.26916,116.825264,45,1,Married,"17,34"
TR54740,174,14/05/2022,P7,9400,5,47000,13,Coffee Candy,Buana,Buana,General Trade,-1.26916,116.825264,45,1,Married,"17,34"
TR8136,174,17/07/2022,P10,15000,5,75000,6,Cheese Stick,Lingga,Lingga,Modern Trade,-5.135399,119.42379,45,1,Married,"17,34"
TR6251,174,15/02/2022,P5,4200,4,16800,6,Thai Tea,Lingga,Lingga,Modern Trade,-5.135399,119.42379,45,1,Married,"17,34"
TR84344,44,12/07/2022,P9,10000,5,50000,12,Yoghurt,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,40,0,Married,"10,65"
TR33603,44,30/10/2022,P5,4200,5,21000,10,Thai Tea,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,40,0,Married,"10,65"
TR20754,44,01/11/2022,P5,4200,2,8400,10,Thai Tea,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,40,0,Married,"10,65"
TR89274,44,15/08/2022,P5,4200,5,21000,14,Thai Tea,Priangan,Priangan,Modern Trade,-5.45,105.26667,40,0,Married,"10,65"
TR88378,44,20/01/2022,P7,9400,6,56400,14,Coffee Candy,Priangan,Priangan,Modern Trade,-5.45,105.26667,40,0,Married,"10,65"
TR63810,44,30/06/2022,P5,4200,4,16800,4,Thai Tea,Gita Ginara,Gita,General Trade,-6.966667,110.416664,40,0,Married,"10,65"
TR59683,44,03/08/2022,P1,8800,5,44000,7,Choco Bar,Buana Indah,Buana,General Trade,3.316694,114.590111,40,0,Married,"10,65"
TR99673,44,04/12/2022,P7,9400,2,18800,7,Coffee Candy,Buana Indah,Buana,General Trade,3.316694,114.590111,40,0,Married,"10,65"
TR7405,44,07/11/2022,P2,3200,6,19200,7,Ginger Candy ,Buana Indah,Buana,General Trade,3.316694,114.590111,40,0,Married,"10,65"
TR95738,44,10/05/2022,P3,7500,6,45000,2,Crackers,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,40,0,Married,"10,65"
TR58856,44,06/12/2022,P10,15000,2,30000,3,Cheese Stick,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,40,0,Married,"10,65"
TR29122,44,21/02/2022,P8,16000,3,48000,3,Oat,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,40,0,Married,"10,65"
TR11942,44,28/01/2022,P4,12000,3,36000,8,Potato Chip,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,40,0,Married,"10,65"
TR91532,44,16/10/2022,P5,4200,3,12600,9,Thai Tea,Lingga,Lingga,Modern Trade,-3.654703,128.190643,40,0,Married,"10,65"
TR42401,44,25/11/2022,P8,16000,1,16000,13,Oat,Buana,Buana,General Trade,-1.26916,116.825264,40,0,Married,"10,65"
TR37281,44,30/06/2022,P10,15000,3,45000,6,Cheese Stick,Lingga,Lingga,Modern Trade,-5.135399,119.42379,40,0,Married,"10,65"
TR46491,44,09/02/2022,P7,9400,2,18800,6,Coffee Candy,Lingga,Lingga,Modern Trade,-5.135399,119.42379,40,0,Married,"10,65"
TR32593,44,30/05/2022,P1,8800,2,17600,1,Choco Bar,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,40,0,Married,"10,65"
TR80629,44,23/04/2022,P2,3200,6,19200,1,Ginger Candy ,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,40,0,Married,"10,65"
TR51241,107,13/07/2022,P9,10000,7,70000,12,Yoghurt,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,38,1,Married,"9,85"
TR56738,107,20/07/2022,P10,15000,5,75000,10,Cheese Stick,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,38,1,Married,"9,85"
TR89069,107,19/01/2022,P9,10000,4,40000,7,Yoghurt,Buana Indah,Buana,General Trade,3.316694,114.590111,38,1,Married,"9,85"
TR79479,107,01/07/2022,P7,9400,5,47000,7,Coffee Candy,Buana Indah,Buana,General Trade,3.316694,114.590111,38,1,Married,"9,85"
TR19005,107,19/03/2022,P4,12000,5,60000,2,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,38,1,Married,"9,85"
TR64640,107,15/05/2022,P9,10000,1,10000,3,Yoghurt,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,38,1,Married,"9,85"
TR33105,107,11/12/2022,P7,9400,3,28200,3,Coffee Candy,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,38,1,Married,"9,85"
TR86926,107,02/02/2022,P9,10000,5,50000,9,Yoghurt,Lingga,Lingga,Modern Trade,-3.654703,128.190643,38,1,Married,"9,85"
TR53090,107,24/10/2022,P7,9400,6,56400,9,Coffee Candy,Lingga,Lingga,Modern Trade,-3.654703,128.190643,38,1,Married,"9,85"
TR3740,107,15/10/2022,P8,16000,2,32000,13,Oat,Buana,Buana,General Trade,-1.26916,116.825264,38,1,Married,"9,85"
TR79242,107,04/09/2022,P8,16000,3,48000,1,Oat,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,38,1,Married,"9,85"
TR40538,96,08/08/2022,P9,10000,7,70000,12,Yoghurt,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,55,0,Married,"13,67"
TR14887,96,04/11/2022,P1,8800,2,17600,12,Choco Bar,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,55,0,Married,"13,67"
TR11946,96,18/08/2022,P4,12000,1,12000,4,Potato Chip,Gita Ginara,Gita,General Trade,-6.966667,110.416664,55,0,Married,"13,67"
TR53992,96,25/01/2022,P2,3200,5,16000,4,Ginger Candy ,Gita Ginara,Gita,General Trade,-6.966667,110.416664,55,0,Married,"13,67"
TR96549,96,14/05/2022,P8,16000,2,32000,7,Oat,Buana Indah,Buana,General Trade,3.316694,114.590111,55,0,Married,"13,67"
TR40363,96,26/04/2022,P7,9400,2,18800,7,Coffee Candy,Buana Indah,Buana,General Trade,3.316694,114.590111,55,0,Married,"13,67"
TR56681,96,04/04/2022,P1,8800,9,79200,2,Choco Bar,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,55,0,Married,"13,67"
TR3197,96,11/07/2022,P3,7500,1,7500,9,Crackers,Lingga,Lingga,Modern Trade,-3.654703,128.190643,55,0,Married,"13,67"
TR6476,96,15/09/2022,P5,4200,5,21000,9,Thai Tea,Lingga,Lingga,Modern Trade,-3.654703,128.190643,55,0,Married,"13,67"
TR80275,96,15/05/2022,P5,4200,2,8400,13,Thai Tea,Buana,Buana,General Trade,-1.26916,116.825264,55,0,Married,"13,67"
TR258,96,09/07/2022,P5,4200,3,12600,5,Thai Tea,Bonafid,Gita,General Trade,-7.250445,112.768845,55,0,Married,"13,67"
TR34291,96,24/09/2022,P4,12000,5,60000,1,Potato Chip,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,55,0,Married,"13,67"
TR95512,386,13/08/2022,P9,10000,7,70000,12,Yoghurt,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,33,0,Married,"6,95"
TR7917,386,21/09/2022,P5,4200,3,12600,12,Thai Tea,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,33,0,Married,"6,95"
TR41231,386,01/01/2022,P9,10000,1,10000,4,Yoghurt,Gita Ginara,Gita,General Trade,-6.966667,110.416664,33,0,Married,"6,95"
TR84914,386,22/04/2022,P1,8800,7,61600,4,Choco Bar,Gita Ginara,Gita,General Trade,-6.966667,110.416664,33,0,Married,"6,95"
TR38395,386,20/01/2022,P8,16000,1,16000,7,Oat,Buana Indah,Buana,General Trade,3.316694,114.590111,33,0,Married,"6,95"
TR42599,386,23/05/2022,P10,15000,2,30000,3,Cheese Stick,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,33,0,Married,"6,95"
TR94784,386,09/05/2022,P2,3200,7,22400,3,Ginger Candy ,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,33,0,Married,"6,95"
TR60213,386,12/02/2022,P3,7500,3,22500,9,Crackers,Lingga,Lingga,Modern Trade,-3.654703,128.190643,33,0,Married,"6,95"
TR43690,386,06/08/2022,P5,4200,5,21000,9,Thai Tea,Lingga,Lingga,Modern Trade,-3.654703,128.190643,33,0,Married,"6,95"
TR64044,386,22/06/2022,P3,7500,1,7500,13,Crackers,Buana,Buana,General Trade,-1.26916,116.825264,33,0,Married,"6,95"
TR51972,386,24/12/2022,P3,7500,5,37500,13,Crackers,Buana,Buana,General Trade,-1.26916,116.825264,33,0,Married,"6,95"
TR3310,2,09/09/2022,P9,10000,1,10000,12,Yoghurt,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,60,1,Married,"6,23"
TR4632,2,26/09/2022,P4,12000,5,60000,4,Potato Chip,Gita Ginara,Gita,General Trade,-6.966667,110.416664,60,1,Married,"6,23"
TR12758,2,07/05/2022,P3,7500,6,45000,7,Crackers,Buana Indah,Buana,General Trade,3.316694,114.590111,60,1,Married,"6,23"
TR91237,2,31/05/2022,P5,4200,3,12600,7,Thai Tea,Buana Indah,Buana,General Trade,3.316694,114.590111,60,1,Married,"6,23"
TR39794,2,02/02/2022,P3,7500,5,37500,2,Crackers,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,60,1,Married,"6,23"
TR26472,2,07/12/2022,P6,18000,3,54000,2,Cashew,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,60,1,Married,"6,23"
TR53040,2,27/02/2022,P5,4200,4,16800,3,Thai Tea,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,60,1,Married,"6,23"
TR37793,2,14/05/2022,P5,4200,5,21000,3,Thai Tea,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,60,1,Married,"6,23"
TR97527,2,18/03/2022,P1,8800,9,79200,8,Choco Bar,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,60,1,Married,"6,23"
TR13287,2,15/01/2022,P5,4200,2,8400,9,Thai Tea,Lingga,Lingga,Modern Trade,-3.654703,128.190643,60,1,Married,"6,23"
TR39127,2,29/03/2022,P2,3200,6,19200,6,Ginger Candy ,Lingga,Lingga,Modern Trade,-5.135399,119.42379,60,1,Married,"6,23"
TR57283,2,06/07/2022,P5,4200,3,12600,5,Thai Tea,Bonafid,Gita,General Trade,-7.250445,112.768845,60,1,Married,"6,23"
TR93130,2,01/03/2022,P2,3200,5,16000,5,Ginger Candy ,Bonafid,Gita,General Trade,-7.250445,112.768845,60,1,Married,"6,23"
TR61203,180,09/09/2022,P9,10000,4,40000,12,Yoghurt,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,22,1,Married,"4,07"
TR57565,180,25/01/2022,P5,4200,4,16800,12,Thai Tea,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,22,1,Married,"4,07"
TR43837,180,13/08/2022,P7,9400,6,56400,6,Coffee Candy,Lingga,Lingga,Modern Trade,-5.135399,119.42379,22,1,Married,"4,07"
TR82446,180,21/12/2022,P10,15000,5,75000,5,Cheese Stick,Bonafid,Gita,General Trade,-7.250445,112.768845,22,1,Married,"4,07"
TR49201,233,19/09/2022,P9,10000,3,30000,12,Yoghurt,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,43,1,Married,"5,69"
TR97336,233,01/01/2022,P7,9400,2,18800,12,Coffee Candy,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,43,1,Married,"5,69"
TR28233,233,12/05/2022,P6,18000,1,18000,12,Cashew,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,43,1,Married,"5,69"
TR6198,233,08/07/2022,P7,9400,4,37600,14,Coffee Candy,Priangan,Priangan,Modern Trade,-5.45,105.26667,43,1,Married,"5,69"
TR6865,233,16/08/2022,P3,7500,5,37500,7,Crackers,Buana Indah,Buana,General Trade,3.316694,114.590111,43,1,Married,"5,69"
TR33616,233,18/07/2022,P10,15000,1,15000,3,Cheese Stick,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,43,1,Married,"5,69"
TR49508,233,20/12/2022,P1,8800,9,79200,8,Choco Bar,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,43,1,Married,"5,69"
TR43744,233,07/01/2022,P2,3200,6,19200,8,Ginger Candy ,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,43,1,Married,"5,69"
TR11380,233,21/07/2022,P6,18000,2,36000,8,Cashew,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,43,1,Married,"5,69"
TR11510,233,17/04/2022,P10,15000,2,30000,13,Cheese Stick,Buana,Buana,General Trade,-1.26916,116.825264,43,1,Married,"5,69"
TR5293,233,14/02/2022,P10,15000,4,60000,6,Cheese Stick,Lingga,Lingga,Modern Trade,-5.135399,119.42379,43,1,Married,"5,69"
TR71642,233,03/07/2022,P1,8800,4,35200,11,Choco Bar,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,43,1,Married,"5,69"
TR10996,233,16/08/2022,P2,3200,5,16000,11,Ginger Candy ,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,43,1,Married,"5,69"
TR98897,233,01/07/2022,P6,18000,4,72000,11,Cashew,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,43,1,Married,"5,69"
TR98291,233,03/10/2022,P1,8800,4,35200,1,Choco Bar,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,43,1,Married,"5,69"
TR64592,233,27/07/2022,P7,9400,5,47000,1,Coffee Candy,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,43,1,Married,"5,69"
TR16580,233,24/11/2022,P4,12000,4,48000,1,Potato Chip,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,43,1,Married,"5,69"
TR260,325,07/10/2022,P9,10000,2,20000,12,Yoghurt,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,37,0,Single,"3,25"
TR83364,325,16/07/2022,P1,8800,5,44000,12,Choco Bar,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,37,0,Single,"3,25"
TR19169,325,19/06/2022,P3,7500,1,7500,10,Crackers,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,37,0,Single,"3,25"
TR55532,325,02/06/2022,P1,8800,5,44000,10,Choco Bar,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,37,0,Single,"3,25"
TR63325,325,02/03/2022,P5,4200,4,16800,4,Thai Tea,Gita Ginara,Gita,General Trade,-6.966667,110.416664,37,0,Single,"3,25"
TR16709,325,28/06/2022,P3,7500,1,7500,8,Crackers,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,37,0,Single,"3,25"
TR75672,325,28/04/2022,P2,3200,4,12800,6,Ginger Candy ,Lingga,Lingga,Modern Trade,-5.135399,119.42379,37,0,Single,"3,25"
TR61283,325,20/03/2022,P4,12000,4,48000,5,Potato Chip,Bonafid,Gita,General Trade,-7.250445,112.768845,37,0,Single,"3,25"
TR14595,325,12/10/2022,P10,15000,2,30000,1,Cheese Stick,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,37,0,Single,"3,25"
TR82925,325,02/07/2022,P5,4200,3,12600,1,Thai Tea,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,37,0,Single,"3,25"
TR69908,321,11/11/2022,P9,10000,5,50000,12,Yoghurt,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,45,0,Married,"8,03"
TR26678,321,02/01/2022,P6,18000,3,54000,12,Cashew,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,45,0,Married,"8,03"
TR16584,321,01/12/2022,P8,16000,1,16000,10,Oat,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,45,0,Married,"8,03"
TR86064,321,16/03/2022,P5,4200,2,8400,10,Thai Tea,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,45,0,Married,"8,03"
TR68783,321,20/04/2022,P2,3200,7,22400,10,Ginger Candy ,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,45,0,Married,"8,03"
TR73353,321,28/07/2022,P5,4200,2,8400,14,Thai Tea,Priangan,Priangan,Modern Trade,-5.45,105.26667,45,0,Married,"8,03"
TR43254,321,22/06/2022,P7,9400,6,56400,14,Coffee Candy,Priangan,Priangan,Modern Trade,-5.45,105.26667,45,0,Married,"8,03"
TR59952,321,10/01/2022,P4,12000,5,60000,14,Potato Chip,Priangan,Priangan,Modern Trade,-5.45,105.26667,45,0,Married,"8,03"
TR97132,321,25/03/2022,P6,18000,2,36000,14,Cashew,Priangan,Priangan,Modern Trade,-5.45,105.26667,45,0,Married,"8,03"
TR58415,321,24/12/2022,P9,10000,2,20000,8,Yoghurt,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,45,0,Married,"8,03"
TR77785,321,14/05/2022,P7,9400,5,47000,6,Coffee Candy,Lingga,Lingga,Modern Trade,-5.135399,119.42379,45,0,Married,"8,03"
TR91278,321,26/02/2022,P7,9400,6,56400,5,Coffee Candy,Bonafid,Gita,General Trade,-7.250445,112.768845,45,0,Married,"8,03"
TR6142,321,06/11/2022,P2,3200,6,19200,5,Ginger Candy ,Bonafid,Gita,General Trade,-7.250445,112.768845,45,0,Married,"8,03"
TR29006,321,02/04/2022,P10,15000,5,75000,1,Cheese Stick,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,45,0,Married,"8,03"
TR20445,217,15/05/2022,P9,10000,3,30000,12,Yoghurt,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,39,1,Single,"6,96"
TR93784,217,29/11/2022,P5,4200,3,12600,12,Thai Tea,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,39,1,Single,"6,96"
TR37878,217,19/05/2022,P4,12000,3,36000,10,Potato Chip,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,39,1,Single,"6,96"
